Protein A;Gene A;Protein B;Gene B;Score;PMID
P62259;YWHAE;P17439;GBA;0.081;16615898 
P62259;YWHAE;P23242;GJA1;0.081;16615898 
P62259;YWHAE;P17427;AP2A2;0.081;16615898 
P62259;YWHAE;P17182;ENO1;0.081;16615898 
P62259;YWHAE;P17095;HMGA1;0.081;16615898 
P62259;YWHAE;P17426;AP2A1;0.081;16615898 
P62259;YWHAE;P17183;ENO2;0.081;16615898 
P62259;YWHAE;P17225;PTBP1;0.081;16615898 
Q9QZ85;IIGP1;P62259;YWHAE;0.081;16615898 
Q9DBR0;AKAP8;P62259;YWHAE;0.081;16615898 
Q9DBN7;ECI1;P62259;YWHAE;0.081;16615898 
P62259;YWHAE;P56395;CYB5A;0.081;16615898 
Q8VDL4;ADPGK;P62259;YWHAE;0.081;16615898 
Q9DBP5;CMPK1;P62259;YWHAE;0.081;16615898 
Q9CX80;CYGB;P62259;YWHAE;0.081;16615898 
Q9DBM2;EHHADH;P62259;YWHAE;0.081;16615898 
Q9JKC6;CEND1;P62259;YWHAE;0.081;16615898 
Q8C0Y0;PPP4R4;P97470;PPP4C;0.21;18715871 
Q9JKB3;YBX3;P62259;YWHAE;0.081;16615898 
Q8R3B7;BRD8;P62259;YWHAE;0.081;16615898 
Q9JK83;PARD6B;P62259;YWHAE;0.081;16615898 
Q9DC16;ERGIC1;P62259;YWHAE;0.081;16615898 
P62259;YWHAE;P17710;HK1;0.081;16615898 
P62259;YWHAE;P17563;SELENBP1;0.081;16615898 
Q9WV80;SNX1;P62259;YWHAE;0.081;16615898 
Q9QZX7;SRR;P62259;YWHAE;0.081;16615898 
Q9JL35;HMGN5;P62259;YWHAE;0.081;16615898 
Q9CZ08;Q9CZ08;P62259;YWHAE;0.081;16615898 
P62259;YWHAE;P19221;F2;0.081;16615898 
Q8VBT1;TXLNB;P62259;YWHAE;0.081;16615898 
Q8R395;COMMD5;P62259;YWHAE;0.081;16615898 
P97471;SMAD4;A2A935;PRDM16;0.21;17467076 
P97471;SMAD4;O55144;TLX3;0.183;20211142 
P97471;SMAD4;O70477;PKNOX1;0.21;14764653 
P97471;SMAD4;P0C605;PRKG1;0.454;19424179 
P97471;SMAD4;P41778;PBX1;0.21;14764653 
P97471;SMAD4;P58462;FOXP1;0.183;20211142 
P97471;SMAD4;P63166;SUMO1;0.21;22366399 
P97471;SMAD4;P97471;SMAD4;0.236;14764653 
P97489;GATA5;P97471;SMAD4;0.309;14662776 
Q02085;SNAI1;P97471;SMAD4;0.21;19597490 
Q08369;GATA4;P97471;SMAD4;0.74;14662776 
Q61169;GATA6;P97471;SMAD4;0.309;14662776 
P62259;YWHAE;P18653;RPS6KA1;0.081;16615898 
Q6P9Z1;SMARCD3;P97471;SMAD4;0.21;15525990 
P62259;YWHAE;P17742;PPIA;0.081;16615898 
Q99LC9;PEX6;P97471;SMAD4;0.21;14651998 
Q9CU65;ZMYM2;P97471;SMAD4;0.21;14651998 
Q9EST3;EIF4ENIF1;P97471;SMAD4;0.21;14651998 
Q9ESZ8;GTF2I;P97471;SMAD4;0.21;19424179 
Q61990;PCBP2;P97473;TARBP2;0.376;20211135 
Q8R349;CDC16;P62259;YWHAE;0.081;16615898 
Q60598;CTTN;P97477;AURKA;0.21;24574519 
P62259;YWHAE;P17918;PCNA;0.081;16615898 
P62259;YWHAE;P17751;TPI1;0.081;16615898 
Q99PJ1;PCDH15;P97479;MYO7A;0.21;16481439 
P62259;YWHAE;P17879;HSPA1B;0.081;16615898 
P97480;EYA3;O55144;TLX3;0.183;20211142 
P97480;EYA3;P08775;POLR2A;0.183;20211142 
P97480;EYA3;P09632;HOXB8;0.183;20211142 
Q62231;SIX1;P97480;EYA3;0.183;20211142 
Q9QYB2;DACH1;P97480;EYA3;0.21;14628042 
P97481;EPAS1;P40338;VHL;0.183;20211142 
P62259;YWHAE;P18572;BSG;0.081;16615898 
Q8R1B8;RORB;P97489;GATA5;0.183;20211142 
Q9Z2U2;ZFP292;P97489;GATA5;0.183;20211142 
P97490;ADCY8;P0DP26;CALM1 {ECO:0000312|MGI:MGI:88251};0.309;16258073 
P97490;ADCY8;P0DP27;CALM2 {ECO:0000312|MGI:MGI:103250};0.309;16258073 
P97490;ADCY8;P0DP28;CALM3 {ECO:0000312|MGI:MGI:103249};0.309;16258073 
P97490;ADCY8;P63330;PPP2CA;0.21;16258073 
Q76MZ3;PPP2R1A;P97490;ADCY8;0.21;16258073 
P62259;YWHAE;P18242;CTSD;0.081;16615898 
P62259;YWHAE;P18052;PTPRA;0.081;16615898 
Q9CY02;AHSP;P62259;YWHAE;0.081;16615898 
Q9CXE6;XRCC3;P62259;YWHAE;0.081;16615898 
P97496;SMARCC1;P35235;PTPN11;0.183;15102471 
Q8R572;ZFP821;P62259;YWHAE;0.081;16615898 
Q8R361;RAB11FIP5;P62259;YWHAE;0.081;16615898 
Q8R420;ABCA3;P62259;YWHAE;0.081;16615898 
Q8R366;IGSF8;P62259;YWHAE;0.081;16615898 
P62259;YWHAE;P19157;GSTP1;0.081;16615898 
Q6DIC0;SMARCA2;P97496;SMARCC1;0.376;24421395 19279220 
P62259;YWHAE;P18654;RPS6KA3;0.081;16615898 
P62259;YWHAE;P19137;LAMA1;0.081;16615898 
P62259;YWHAE;P18894;DAO;0.081;16615898 
P62259;YWHAE;P18760;CFL1;0.081;16615898 
Q9DBH0;WWP2;P97496;SMARCC1;0.702;24365151 
P62259;YWHAE;P18872;GNAO1;0.081;16615898 
P62259;YWHAE;P19123;TNNC1;0.081;16615898 
Q9Z0H3;SMARCB1;P97496;SMARCC1;0.731;17255092 
Q9Z277;BAZ1B;P97496;SMARCC1;0.21;19470456 
Q9Z2N8;ACTL6A;P97496;SMARCC1;0.21;24421395 
Q62141;SIN3B;P97500;MYT1L {ECO:0000303|PUBMED:9373037, ECO:0000312|MGI:MGI:1100511};0.309;15935060 
P97503;NKX3-2;O88351;IKBKB;0.569;21606193 
Q3ULA2;BTRC;P97503;NKX3-2;0.21;21606193 
P62259;YWHAE;P19001;KRT19;0.081;16615898 
P62259;YWHAE;P19096;FASN;0.081;16615898 
Q9Z0R6;ITSN2;P62259;YWHAE;0.081;16615898 
Q9WV69;DMTN;P62259;YWHAE;0.081;16615898 
Q9CWZ3;RBM8A;P62259;YWHAE;0.081;16615898 
Q8R3H7;HS2ST1;P62259;YWHAE;0.081;16615898 
Q8R3C6;RBM19;P62259;YWHAE;0.081;16615898 
P62259;YWHAE;P19783;COX4I1;0.081;16615898 
P62259;YWHAE;P23198;CBX3;0.081;16615898 
P62259;YWHAE;P21614;GC;0.081;16615898 
Q99PT3;INO80B;P97762;RP9;0.309;15652350 
P62259;YWHAE;P19253;RPL13A;0.081;16615898 
P62259;YWHAE;P20444;PRKCA;0.081;16615898 
P62259;YWHAE;P20357;MAP2;0.081;16615898 
P62259;YWHAE;P20108;PRDX3;0.081;16615898 
P62259;YWHAE;P20029;HSPA5;0.081;16615898 
P97767;EYA1;P70660;NEUROG1;0.21;22513373 
Q3TKT4;SMARCA4;P97767;EYA1;0.21;22513373 
Q60867;NEUROD1;P97767;EYA1;0.21;22513373 
Q62231;SIX1;P97767;EYA1;0.309;15492887 
P62259;YWHAE;P20060;HEXB;0.081;16615898 
Q62233;SIX3;P97767;EYA1;0.21;16024294 
P62259;YWHAE;P20352;F3;0.081;16615898 
P62259;YWHAE;P20152;VIM;0.081;16615898 
P62259;YWHAE;P20334;TNFRSF9;0.081;16615898 
Q924Z4;CERS2;P97769;CITED1;0.183;20211142 
Q9WV18;GABBR1;P97772;GRM1;0.126;19590495 
Q9DBM8;WDR1;P62259;YWHAE;0.081;16615898 
Q9CX34;SUGT1;P62259;YWHAE;0.081;16615898 
Q9CWY6;RBPMS2;P62259;YWHAE;0.081;16615898 
Q8R3G1;PPP1R8;P62259;YWHAE;0.081;16615898 
Q8R3F5;MCAT;P62259;YWHAE;0.081;16615898 
Q9CWU3;PPP2R2A;P62259;YWHAE;0.081;16615898 
Q8R409;HEXIM1;P62259;YWHAE;0.081;16615898 
P62259;YWHAE;P21550;ENO3;0.081;16615898 
Q9CWX9;DDX47;P62259;YWHAE;0.081;16615898 
P97784;CRY1;O70361;PER3;0.21;14701732 
P62259;YWHAE;P21107;TPM3;0.081;16615898 
P62259;YWHAE;P20917;MAG;0.081;16615898 
P62259;YWHAE;P20918;PLG;0.081;16615898 
P62259;YWHAE;P21460;CST3;0.081;16615898 
P62259;YWHAE;P21279;GNAQ;0.081;16615898 
P62259;YWHAE;P21271;MYO5B;0.081;16615898 
Q9JK53;PRELP;P62259;YWHAE;0.081;16615898 
Q9DBN4;P33MONOX;P62259;YWHAE;0.081;16615898 
Q8R3Z5;CACNB1;P62259;YWHAE;0.126;16944949 
Q8R3N6;THOC1;P62259;YWHAE;0.081;16615898 
P62259;YWHAE;P22005;PENK;0.081;16615898 
P62259;YWHAE;P21836;ACHE;0.081;16615898 
P62259;YWHAE;P23116;EIF3A;0.081;16615898 
P62259;YWHAE;P21619;LMNB2;0.081;16615898 
P62259;YWHAE;P21661;PCSK2;0.081;16615898 
Q9CX00;IST1;P62259;YWHAE;0.081;16615898 
P62259;YWHAE;P21981;TGM2;0.081;16615898 
P62259;YWHAE;P21956;MFGE8;0.081;16615898 
P98083;SHC1;P97793;ALK;0.376;15226403 
Q3TCV3;GSAP;P48999;ALOX5;0.21;26076991 
P97797;SIRPA;P35235;PTPN11;0.507;11970986 18450421 15699129 
Q62227;NR0B2;P97797;SIRPA;0.376;15699129 
P62259;YWHAE;P21841;SFTPC;0.081;16615898 
Q8R3Q2;PPP6R2;P62259;YWHAE;0.081;16615898 
P62259;YWHAE;P21958;TAP1;0.081;16615898 
P97801;SMN1;O88351;IKBKB;0.21;28214532 
Q3UVX5;GRM5;P0DP26;CALM1 {ECO:0000312|MGI:MGI:88251};0.309;9242710 
Q8R3P0;ASPA;P62259;YWHAE;0.081;16615898 
Q9JK48;SH3GLB1;P62259;YWHAE;0.081;16615898 
Q9DBN5;LONP2;P62259;YWHAE;0.081;16615898 
P62259;YWHAE;P22907;HMBS;0.081;16615898 
P62259;YWHAE;P22315;FECH;0.081;16615898 
P62259;YWHAE;P22437;PTGS1;0.081;16615898 
Q8R3Y8;IRF2BP1;P62259;YWHAE;0.081;16615898 
P62259;YWHAE;P22361;HNF1A;0.081;16615898 
Q3U1F9;PAG1;P42225;STAT1;0.126;26512138 
Q8R3Q7;AGO2;P62259;YWHAE;0.081;16615898 
Q9CWZ7;NAPG;P62259;YWHAE;0.081;16615898 
Q8R3S6;EXOC1;P62259;YWHAE;0.081;16615898 
P62259;YWHAE;P22561;WT1;0.081;16615898 
P62259;YWHAE;P22752;HIST1H2AO;0.081;16615898 
Q8R3V5;SH3GLB2;P62259;YWHAE;0.081;16615898 
P62259;YWHAE;P22599;SERPINA1B;0.081;16615898 
Q9Z2D8;MBD3;P62259;YWHAE;0.081;16615898 
Q9QZE5;COPG1;P62259;YWHAE;0.081;16615898 
Q9QZD8;SLC25A10;P62259;YWHAE;0.081;16615898 
Q9JKB1;UCHL3;P62259;YWHAE;0.081;16615898 
Q9CXA2;L3HYPDH;P62259;YWHAE;0.081;16615898 
P62259;YWHAE;P33175;KIF5A;0.126;16944949 
P62259;YWHAE;P23780;GLB1;0.081;16615898 
P62259;YWHAE;P23492;PNP;0.081;16615898 
P97801;SMN1;P97801;SMN1;0.332;21300694 
Q8R464;CADM4;P62259;YWHAE;0.081;16615898 
P62259;YWHAE;P23249;MOV10;0.081;16615898 
P62259;YWHAE;P23298;PRKCH;0.081;16615898 
P62259;YWHAE;P27601;GNA13;0.081;16615898 
Q5DTM8;RNF20;P34056;TFAP2A;0.454;24374663 
P62259;YWHAE;P23708;NFYA;0.081;16615898 
Q91ZK0;TFAP2D;P34056;TFAP2A;0.183;20211142 
Q60992;VAV2;P97801;SMN1;0.183;15102471 
P62259;YWHAE;P23506;PCMT1;0.081;16615898 
P62259;YWHAE;P23589;CA5A;0.081;16615898 
P62259;YWHAE;P24668;M6PR;0.081;16615898 
P62259;YWHAE;P23607;ZFA;0.081;16615898 
Q8CGF7;TCERG1;P97801;SMN1;0.569;17218272 
P62259;YWHAE;P23591;TSTA3;0.081;16615898 
Q9CX97;WDR55;P62259;YWHAE;0.081;16615898 
P62259;YWHAE;P24456;CYP2D10;0.081;16615898 
P62259;YWHAE;P23949;ZFP36L2;0.081;16615898 
P62259;YWHAE;P23906;IRF2;0.081;16615898 
P62259;YWHAE;P23927;CRYAB;0.081;16615898 
P62259;YWHAE;P24369;PPIB;0.081;16615898 
P62259;YWHAE;P23953;CES1C;0.081;16615898 
P62259;YWHAE;P24288;BCAT1;0.081;16615898 
Q8R550;SH3KBP1;P62259;YWHAE;0.081;16615898 
P62259;YWHAE;P24549;ALDH1A1;0.081;16615898 
P62259;YWHAE;P24527;LTA4H;0.081;16615898 
P62259;YWHAE;P24472;GSTA4;0.081;16615898 
Q8R4R6;NUP35;P62259;YWHAE;0.081;16615898 
P62259;YWHAE;P24547;IMPDH2;0.081;16615898 
Q9CQG4;REEP5;P97801;SMN1;0.126;11591653 
P62259;YWHAE;P24529;TH;0.081;16615898 
Q9JK92;HSPB8;P62259;YWHAE;0.081;16615898 
Q9CX86;HNRNPA0;P62259;YWHAE;0.081;16615898 
P62259;YWHAE;P26369;U2AF2;0.081;16615898 
P62259;YWHAE;P25799;NFKB1;0.081;16615898 
P62259;YWHAE;P24788;CDK11B;0.081;16615898 
P62259;YWHAE;P24721;ASGR2;0.081;16615898 
P62259;YWHAE;P25688;UOX;0.081;16615898 
P62259;YWHAE;P25206;MCM3;0.081;16615898 
P62259;YWHAE;P25444;RPS2;0.081;16615898 
P62259;YWHAE;P26231;CTNNA1;0.081;16615898 
P62259;YWHAE;P26039;TLN1;0.081;16615898 
P62259;YWHAE;P25911;LYN;0.081;16615898 
P62259;YWHAE;P25976;UBTF;0.081;16615898 
P97802;ANG3;P97802;ANG3;0.332;23170778 
P62259;YWHAE;P26043;RDX;0.081;16615898 
P62259;YWHAE;P26040;EZR;0.081;16615898 
P62259;YWHAE;P26041;MSN;0.081;16615898 
P97814;PSTPIP1;P41047;FASLG;0.702;16204241 
Q8R4N0;CLYBL;P62259;YWHAE;0.081;16615898 
Q8R4H2;ARHGEF12;P62259;YWHAE;0.081;16615898 
Q61152;PTPN18;P97814;PSTPIP1;0.523;9804817 
P97817;CDR2;P0CG50;UBC;0.21;27253404 
P97821;CTSC;O89098;CST7;0.126;18256700 
P62259;YWHAE;P27546;MAP4;0.081;16615898 
P62259;YWHAE;P26645;MARCKS;0.081;16615898 
P62259;YWHAE;P26443;GLUD1;0.081;16615898 
Q3TCN2;PLBD2;P11438;LAMP1;0.126;17007843 
P62259;YWHAE;P26638;SARS;0.081;16615898 
P97864;CASP7;P51859;HDGF;0.033;19759058 
P97864;CASP7;P52480;PKM;0.033;19759058 
P62259;YWHAE;P26516;PSMD7;0.081;16615898 
P97864;CASP7;P62737;ACTA2;0.033;19759058 
P97864;CASP7;P70335;ROCK1;0.309;18723680 
Q60989;XIAP;P97864;CASP7;0.309;11859414 
Q6PGL7;FAM21;P97864;CASP7;0.033;19759058 
Q7TPV4;MYBBP1A;P97864;CASP7;0.033;19759058 
Q99PT1;ARHGDIA;P97864;CASP7;0.309;18723680 
Q9R0Q7;PTGES3;P97864;CASP7;0.309;18723680 
P97872;FMO5;O55022;PGRMC1;0.21;21751364 
P97872;FMO5;P50172;HSD11B1;0.376;21751364 
Q64459;CYP3A11;P97872;FMO5;0.21;21751364 
Q9D379;EPHX1;P97872;FMO5;0.21;21751364 
Q9WVH9;FBLN5;P97873;LOXL1;0.21;14745449 
P62259;YWHAE;P26618;PDGFRA;0.081;16615898 
P97875;JDP2;O09106;HDAC1;0.21;22989952 
Q8R4E6;PURG;P62259;YWHAE;0.081;16615898 
P97875;JDP2;P61216;TAF13;0.183;20211142 
P97875;JDP2;P70288;HDAC2;0.21;22989952 
P62259;YWHAE;P27090;TGFB2;0.081;16615898 
P62259;YWHAE;P27005;S100A8;0.081;16615898 
P62259;YWHAE;P26883;FKBP1A;0.081;16615898 
P62259;YWHAE;P27600;GNA12;0.081;16615898 
P97929;BRCA2;O35719;RAD51B;0.183;20211142 
P97929;BRCA2;P48754;BRCA1;0.354;20211142 11477095 
P62259;YWHAE;P27048;SNRPB;0.081;16615898 
Q80V62;FANCD2;P97929;BRCA2;0.21;16127665 
P97950;RAB33A;P57784;SNRPA1;0.126;26885862 
Q07105;GDF9;P97950;RAB33A;0.126;26885862 
Q3URQ0;TEX10;P97950;RAB33A;0.126;26885862 
Q6ZQ08;CNOT1;P97950;RAB33A;0.126;26885862 
Q6ZWX6;EIF2S1;P97950;RAB33A;0.126;26885862 
Q8R3Y8;IRF2BP1;P97950;RAB33A;0.126;26885862 
Q9DB54;FAM216A;P97950;RAB33A;0.126;26885862 
P97953;VEGFC;P35917;FLT4;0.21;9012504 
P98063;BMP1;P97399;DSPP;0.033;20079836 
P62259;YWHAE;P27046;MAN2A1;0.081;16615898 
Q9Z0X4;PDE3A;P62259;YWHAE;0.081;16615898 
Q9Z0R4;ITSN1;P62259;YWHAE;0.081;16615898 
P98078;DAB2;A2ARV4;LRP2;0.21;12413896 
Q9QZD9;EIF3I;P62259;YWHAE;0.081;16615898 
P98078;DAB2;P62137;PPP1CA;0.21;19581931 
Q9CR95;NECAP1;P98078;DAB2;0.183;17762867 
P62259;YWHAE;P32921;WARS;0.081;16615898 
P62259;YWHAE;P28650;ADSSL1;0.081;16615898 
P62259;YWHAE;P27659;RPL3;0.081;16615898 
P62259;YWHAE;P27889;HNF1B;0.081;16615898 
P62259;YWHAE;P28843;DPP4;0.081;16615898 
P62259;YWHAE;P27773;PDIA3;0.081;16615898 
P62259;YWHAE;P27661;H2AFX;0.081;16615898 
P98083;SHC1;P05480;SRC;0.21;15716419 
P98083;SHC1;P0CG50;UBC;0.21;16251354 
P98083;SHC1;P35329;CD22;0.21;10748054 
Q9QZC8;ABHD1;P62259;YWHAE;0.081;16615898 
Q8R4Y4;STAB1;P62259;YWHAE;0.081;16615898 
P62259;YWHAE;P28474;ADH5;0.081;16615898 
P62259;YWHAE;P27931;IL1R2;0.081;16615898 
Q3TCJ1;FAM175B;P46737;BRCC3;0.309;22974638 
Q8R4U7;LUZP1;P62259;YWHAE;0.081;16615898 
P62259;YWHAE;P28076;PSMB9;0.081;16615898 
Q62120;JAK2;P98083;SHC1;0.033;7535773 
Q62312;TGFBR2;P98083;SHC1;0.692;17673906 
Q64729;TGFBR1;P98083;SHC1;0.507;17673906 
P62259;YWHAE;P28352;APEX1;0.081;16615898 
Q80UM4;PTPN12;P98083;SHC1;0.126;20697350 
Q8R519;ACMSD;P62259;YWHAE;0.081;16615898 
P62259;YWHAE;P28825;MEP1A;0.081;16615898 
Q3TBT3;TMEM173;P52633;STAT6;0.21;22000020 
Q9WUN2;TBK1;Q3TBT3;TMEM173;0.21;22000020 
Q3TCJ1;FAM175B;P15066;JUND;0.309;22974638 
P62259;YWHAE;P28659;CELF1;0.081;16615898 
Q3TCH7;CUL4A;P22893;ZFP36;0.126;22262661 
P62259;YWHAE;P28652;CAMK2B;0.081;16615898 
Q3TCH7;CUL4A;Q02248;CTNNB1;0.21;17954973 
Q3TCJ1;FAM175B;P0CG50;UBC;0.309;22974638 
P62259;YWHAE;P28653;BGN;0.081;16615898 
P62259;YWHAE;P28658;ATXN10;0.081;16615898 
P62259;YWHAE;P28654;DCN;0.081;16615898 
P62259;YWHAE;P28656;NAP1L1;0.081;16615898 
Q8R4E9;CDT1;Q3TCH7;CUL4A;0.21;14578910 
Q3TCJ1;FAM175B;O70191;ATF5;0.309;22974638 
Q8R4V3;ACAT3;P62259;YWHAE;0.081;16615898 
P62259;YWHAE;P28665;MUG1;0.081;16615898 
P62259;YWHAE;P28661;SEPT4;0.081;16615898 
P62259;YWHAE;P28663;NAPB;0.081;16615898 
Q3TTA7;CBLB;P48025;SYK;0.21;27428901 
Q3TDQ1;STT3B;P49769;PSEN1;0.376;20541250 
Q62108;DLG4;Q3TFG3;EIF4A1;0.236;19455133 
P62259;YWHAE;P28798;GRN;0.081;16615898 
P62259;YWHAE;P28666;MUG2;0.081;16615898 
Q3TES0;IQSEC3;P11531;DMD;0.309;21198641 
Q9WVQ1;MAGI2;Q3TES0;IQSEC3;0.21;21198641 
P62259;YWHAE;P28740;KIF2A;0.081;16615898 
Q8R4Z6;DDX20;P62259;YWHAE;0.081;16615898 
P62259;YWHAE;P30681;HMGB2;0.081;16615898 
Q3THE2;MYL12B;P62991;UBA52;0.21;16619033 
Q62108;DLG4;Q3TI99;LDHA;0.236;19455133 
Q62108;DLG4;Q3THU8;SLC25A3;0.236;19455133 
Q62406;IRAK1;Q3THG9;AARSD1;0.183;15102471 
Q3THS6;MAT2A;O54864;SUV39H1;0.21;23539621 
P62259;YWHAE;P29758;OAT;0.081;16615898 
P62259;YWHAE;P29387;GNB4;0.081;16615898 
Q99JR8;SMARCD2;Q3TKT4;SMARCA4;0.21;12368262 
Q3TKT4;SMARCA4;O88665;BRD7;0.21;19279220 
P62259;YWHAE;P29341;PABPC1;0.081;16615898 
Q9JID9;SH2B2;Q3TJD7;PDLIM7;0.21;15946664 
Q62108;DLG4;Q3TKF8;HSPA5;0.236;19455133 
P62259;YWHAE;P29351;PTPN6;0.081;16615898 
Q3TKT4;SMARCA4;O70546;KDM6A;0.21;21095589 
Q3TKT4;SMARCA4;E9Q7G0;NUMA1 {ECO:0000312|MGI:MGI:2443665};0.21;19279220 
Q3TKT4;SMARCA4;E9Q7E2;ARID2 {ECO:0000312|MGI:MGI:1924294};0.21;19279220 
P62259;YWHAE;P29699;AHSG;0.081;16615898 
Q3TKT4;SMARCA4;P63260;ACTG1;0.21;19279220 
P62259;YWHAE;P29533;VCAM1;0.081;16615898 
P62259;YWHAE;P29621;SERPINA3C;0.081;16615898 
Q3TKT4;SMARCA4;P52633;STAT6;0.126;21262765 
P62259;YWHAE;P30545;ADRA2B;0.081;16615898 
Q3TKT4;SMARCA4;P29037;TBP;0.21;21552207 
P62259;YWHAE;P30285;CDK4;0.081;16615898 
P62259;YWHAE;P29788;VTN;0.081;16615898 
P62259;YWHAE;P30275;CKMT1;0.081;16615898 
P62259;YWHAE;P30416;FKBP4;0.081;16615898 
P62259;YWHAE;P30412;PPIC;0.081;16615898 
P62259;YWHAE;P30415;NKTR;0.081;16615898 
P62259;YWHAE;P32883;KRAS;0.081;16615898 
P62259;YWHAE;P32848;PVALB;0.081;16615898 
P62259;YWHAE;P31725;S100A9;0.081;16615898 
P62259;YWHAE;P31230;AIMP1;0.081;16615898 
P62259;YWHAE;P31001;DES;0.081;16615898 
P62259;YWHAE;P31532;SAA4;0.081;16615898 
P62259;YWHAE;P31324;PRKAR2B;0.081;16615898 
P62259;YWHAE;P31428;DPEP1;0.081;16615898 
P62259;YWHAE;P32261;SERPINC1;0.081;16615898 
P62259;YWHAE;P31996;CD68;0.081;16615898 
P62259;YWHAE;P31750;AKT1;0.081;16615898 
P62259;YWHAE;P31786;DBI;0.081;16615898 
P62259;YWHAE;P32233;DRG1;0.081;16615898 
P62259;YWHAE;P32020;SCP2;0.081;16615898 
P62259;YWHAE;P32067;SSB;0.081;16615898 
Q9Z2I9;SUCLA2;P62259;YWHAE;0.081;16615898 
Q8R5C5;ACTR1B;P62259;YWHAE;0.081;16615898 
P62259;YWHAE;P48678;LMNA;0.081;16615898 
P62259;YWHAE;P35980;RPL18;0.081;16615898 
P62259;YWHAE;P35441;THBS1;0.081;16615898 
P62259;YWHAE;P35123;USP4;0.081;16615898 
P62259;YWHAE;P34152;PTK2;0.081;16615898 
P62259;YWHAE;P33622;APOC3;0.081;16615898 
P62259;YWHAE;P34022;RANBP1;0.081;16615898 
P62259;YWHAE;P34927;ASGR1;0.081;16615898 
P62259;YWHAE;P34884;MIF;0.081;16615898 
P62259;YWHAE;P34914;EPHX2;0.081;16615898 
P62259;YWHAE;P35385;HSPB7;0.081;16615898 
P62259;YWHAE;P35242;SFTPA1;0.081;16615898 
P62259;YWHAE;P35175;STFA1;0.081;16615898 
P62259;YWHAE;P35235;PTPN11;0.081;16615898 
P62259;YWHAE;P35285;RAB22A;0.081;16615898 
P62259;YWHAE;P35279;RAB6A;0.081;16615898 
P62259;YWHAE;P35282;RAB21;0.081;16615898 
P62259;YWHAE;P35979;RPL12;0.081;16615898 
P62259;YWHAE;P35700;PRDX1;0.081;16615898 
P62259;YWHAE;P35550;FBL;0.081;16615898 
P62259;YWHAE;P35486;PDHA1;0.081;16615898 
P62259;YWHAE;P35505;FAH;0.081;16615898 
P62259;YWHAE;P35585;AP1M1;0.081;16615898 
P62259;YWHAE;P35564;CANX;0.081;16615898 
P62259;YWHAE;P35569;IRS1;0.309;16216880 16944949 
P62259;YWHAE;P35969;FLT1;0.081;16615898 
P62259;YWHAE;P35822;PTPRK;0.081;16615898 
P62259;YWHAE;P35762;CD81;0.081;16615898 
P62259;YWHAE;P35802;GPM6A;0.081;16615898 
P62259;YWHAE;P35922;FMR1;0.081;16615898 
P62259;YWHAE;P35831;PTPN12;0.081;16615898 
P62259;YWHAE;P35846;FOLR1;0.081;16615898 
P62259;YWHAE;P42859;HTT;0.081;16615898 
P62259;YWHAE;P42703;LIFR;0.081;16615898 
P62259;YWHAE;P38647;HSPA9;0.081;16615898 
P62259;YWHAE;P36993;PPM1B;0.081;16615898 
P62259;YWHAE;P36371;TAP2;0.081;16615898 
P62259;YWHAE;P36552;CPOX;0.081;16615898 
P62259;YWHAE;P38060;HMGCL;0.081;16615898 
P62259;YWHAE;P37040;POR;0.081;16615898 
P62259;YWHAE;P37804;TAGLN;0.081;16615898 
P62259;YWHAE;P40142;TKT;0.081;16615898 
P62259;YWHAE;P39098;MAN1A2;0.081;16615898 
P62259;YWHAE;P39053;DNM1;0.081;16615898 
P62259;YWHAE;P39054;DNM2;0.081;16615898 
P62259;YWHAE;P40124;CAP1;0.081;16615898 
P62259;YWHAE;P39688;FYN;0.081;16615898 
P62259;YWHAE;P39447;TJP1;0.081;16615898 
P62259;YWHAE;P42682;TXK;0.081;16615898 
P62259;YWHAE;P41105;RPL28;0.081;16615898 
P62259;YWHAE;P40336;VPS26A;0.081;16615898 
P62259;YWHAE;P40201;CHD1;0.081;16615898 
P62259;YWHAE;P40240;CD9;0.081;16615898 
P62259;YWHAE;P40936;INMT;0.081;16615898 
P62259;YWHAE;P40630;TFAM;0.081;16615898 
P62259;YWHAE;P42586;NKX2-2;0.081;16615898 
P62259;YWHAE;P42128;FOXK1;0.081;16615898 
P62259;YWHAE;P41216;ACSL1;0.081;16615898 
P62259;YWHAE;P41778;PBX1;0.081;16615898 
P62259;YWHAE;P42567;EPS15;0.081;16615898 
P62259;YWHAE;P42208;SEPT2;0.081;16615898 
P62259;YWHAE;P42227;STAT3;0.081;16615898 
P62259;YWHAE;P56394;COX17;0.081;16615898 
P62259;YWHAE;P47713;PLA2G4A;0.081;16615898 
P62259;YWHAE;P46096;SYT1;0.081;16615898 
P62259;YWHAE;P43406;ITGAV;0.081;16615898 
P62259;YWHAE;P43274;HIST1H1E;0.081;16615898 
P62259;YWHAE;P43006;SLC1A2;0.081;16615898 
P62259;YWHAE;P43029;GDF7;0.081;16615898 
Q3TKT4;SMARCA4;P43241;CDX2;0.21;20485553 
P62259;YWHAE;P43277;HIST1H1D;0.081;16615898 
Q60641;NR1H4;Q3TKT4;SMARCA4;0.21;19805516 
P62259;YWHAE;P43275;HIST1H1A;0.081;16615898 
Q3TKT4;SMARCA4;Q02650;PAX5;0.21;21552207 
Q01853;VCP;P28563;DUSP1;0.21;20100830 
P62259;YWHAE;P43276;HIST1H1B;0.081;16615898 
