Protein A;Gene A;Protein B;Gene B;Score;PMID
Q9WVE9;ITSN1;P60881;SNAP25;0.702;10373452 
P97555;MGLUR8B;P60889;CBX7;0.309;18555800 
Q9R0I6;XIAP;P60892;PRPS1;0.21;22792159 
Q6PEC4;SKP1;P39949;CCNE1;0.21;18356301 
P39951;CDK1;D4A3K5;HIST1H1A;0.309;9344597 
Q5XHX3;ENAH;Q2LAP6;TES;0.21;21278383 
Q641W9;ACTL7A;Q2LAP6;TES;0.21;21278383 
Q2M2R8;PEX5;O88600;HSPA4;0.309;11415446 
Q2PQA9;KIF5B;P38656;SSB;0.21;17646655 
Q2PQA9;KIF5B;P56558;OGT;0.21;24995978 
Q2PQA9;KIF5B;Q2PQA9;KIF5B;0.236;17093494 
Q2TA68;OPA1;B2RZ31;B2RZ31;0.21;24344202 
P42930;HSPB1;P21708;MAPK3;0.126;19935650 
P48675;DES;P42930;HSPB1;0.309;21998265 
UPI000;UPI000;P08050;GJA1;0.21;19509333 
Q920D5;CASP12;P43527;CASP1;0.21;18332441 
P36372;TAP2;P36372;TAP2;0.332;12047747 
P46462;VCP;P07151;B2M;0.126;12847084 
P46462;VCP;P35565;CANX;0.126;12847084 
Q63429;UBC;P46462;VCP;0.523;17141156 22871113 12847084 
Q6P7A2;UBE4A;P46462;VCP;0.21;10811609 
P40748;SYT3;P21707;SYT1;0.21;9830048 
Q02294;CACNA1B;P40748;SYT3;0.21;9830048 
P47196;AKT1;O08874;PKN2;0.033;17446865 
P47196;AKT1;O70437;SMAD4;0.21;16362038 
P47196;AKT1;O88406;SMAD7;0.21;16362038 
P47196;AKT1;P05197;EEF2;0.21;23823123 
P47196;AKT1;P17431;ZFP36L1;0.033;15538381 
P47196;AKT1;P18265;GSK3A;0.309;10995739 
Q9R237;MAPK8IP1;P47196;AKT1;0.21;16343492 
Q9Z200;SH2B2;P47196;AKT1;0.309;16141217 
P47197;AKT2;P05197;EEF2;0.21;23823123 
Q63429;UBC;P42260;GRIK2;0.21;17062563 
Q9EP80;PICK1;P42260;GRIK2;0.309;15458844 
Q8K430;KLHL17;P42260;GRIK2;0.21;17062563 
Q62623;CDC20;P41135;ID1;0.21;19167333 
P48442;CASR;P09216;PRKCE;0.21;20383739 
P48548;KCNJ5;P48548;KCNJ5;0.236;9765280 
P48675;DES;P04764;ENO1;0.126;23414517 
P48721;HSPA9;P21708;MAPK3;0.126;19935650 
P48768;SLC8A2;P20651;PPP3CB;0.21;15557343 
P62260;YWHAE;P48965;CDC25A;0.21;22899714 
P62260;YWHAE;P48966;CDC25B;0.21;22899714 
P49134;ITGB1;D3ZCV0;ACTN2;0.21;26143257 
P49134;ITGB1;O35346;PTK2;0.21;16935300 
P60711;ACTB;P49134;ITGB1;0.21;16935300 
Q5XI19;Q5XI19;P49134;ITGB1;0.21;26143257 
Q66H76;PXN;P49134;ITGB1;0.21;16935300 
Q4KSH6;MAP2K4;P49185;MAPK8;0.21;17568772 
Q5U2U2;CRKL;P49185;MAPK8;0.21;9710592 
Q9R237;MAPK8IP1;P49185;MAPK8;0.21;16343492 
P49186;MAPK9;P17325;JUN;0.21;18046461 
P50232;SYT4;P49186;MAPK9;0.309;18046461 
P41350;CAV1;P41350;CAV1;0.236;15293782 
P41350;CAV1;P20070;CYB5R3;0.21;15293782 
Q9Z2S9;FLOT2;P41350;CAV1;0.21;15293782 
P60711;ACTB;P41350;CAV1;0.21;15293782 
Q2IBC5;CAV2;P41350;CAV1;0.21;15293782 
P97710;SIRPA;P41499;PTPN11;0.569;8810330 
P62994;GRB2;P41499;PTPN11;0.21;21946312 
P41499;PTPN11;P35570;IRS1;0.21;9415395 
Q63767;BCAR1;P41499;PTPN11;0.21;9832615 
Q63604;NTRK2;P41499;PTPN11;0.21;21946312 
Q62931;GOSR1;P41542;USO1;0.332;11927603 
Q4KM74;SEC22B;P41542;USO1;0.126;11927603 
Q08851;STX5;P41542;USO1;0.332;11927603 
Q62896;BET1;P41542;USO1;0.126;11927603 
Q5EGY4;YKT6;P41542;USO1;0.126;11927603 
Q62839;GOLGA2;P41542;USO1;0.126;11927603 
Q62991;SCFD1;P41542;USO1;0.126;11927603 
P49655;KCNJ10;P11530;DMD;0.21;15024025 
Q8CFG6;CACNA2D2;P49744;THBS4;0.21;19818485 
P41739;ARNT;P41738;AHR;0.376;11259609 
P41738;AHR;P33568;RB1;0.21;11259609 
P49799;RGS4;P10824;GNAI1;0.309;9108480 
P49816;TSC2;P06211;ESR1;0.21;15039427 
P49950;BCL2;O88498;BCL2L11;0.309;9731710 
P50137;TKT;P21708;MAPK3;0.126;19935650 
Q8VGC3;CACNB2;Q8VGC3;CACNB2;0.554;18776052 
Q8VHK2;CASKIN1;Q62915;CASK;0.454;12040031 
Q8VHW5;CACNG8;P63329;PPP3CA;0.569;24418105 
Q8VHW5;CACNG8;P31016;DLG4;0.309;24418105 
Q8VIB2;DAXX;Q5I0H3;SUMO1;0.236;17289031 
Q9Z254;GIPC1;Q9Z254;GIPC1;0.49;10198040 
Q9Z254;GIPC1;Q9Z1P2;ACTN1;0.454;10198040 
Q9Z0W7;CLIC4;P21575;DNM1;0.454;11563969 
Q9WTW1;GRIP2;Q9WTW1;GRIP2;0.49;9768844 
Q9WTW1;GRIP2;Q9EP80;PICK1;0.309;16055064 
Q9WU82;CTNNB1;P70478;APC;0.61;10947987 20623542 16815997 
Q9WU82;CTNNB1;O88382;MAGI2;0.772;11826105 10080919 
Q9WUD9;SRC;Q63767;BCAR1;0.523;16245368 
Q9WUD9;SRC;Q9WUD9;SRC;0.554;17855367 16511561 
Q9WUL3;PTPRK;P19491;GRIA2;0.309;11931740 
Q62940;NEDD4;P37090;SCNN1B;0.772;12654927 9923703 8665844 
Q9WV48;SHANK1;P97836;DLGAP1;0.731;10488079 10433268 
Q9WVE9;ITSN1;P21575;DNM1;0.659;10373452 
P62161;CALM3;P37230;PPARA;0.523;18073110 
P50573;GABRR3;O08623;SQSTM1;0.523;12431995 
Q9Z270;VAPA;Q9Z270;VAPA;0.554;16004875 
Q9Z250;LIN7A;A6P320;MARCH11;0.454;17604280 
Q9Z214;HOMER1;Q9JLU4;SHANK3;0.523;10433269 
Q9Z1T4;CNKSR2;Q9Z1T4;CNKSR2;0.49;12390249 
Q9Z1Y0;RHOV;Q91XS8;STK17B;0.454;11481038 
Q9Z214;HOMER1;Q8CGU4;AGAP2;0.692;14528310 
Q9Z2X5;HOMER3;P23385;GRM1;0.309;9808458 22486777 
Q63429;UBC;P10361;TP53;0.376;22046440 16330492 
Q5I0H3;SUMO1;P10361;TP53;0.376;19819240 
Q8VIB2;DAXX;P10361;TP53;0.236;17289031 
Q91Z80;PPFIA4;P19491;GRIA2;0.376;11931740 
P10499;KCNA1;P10499;KCNA1;0.554;19074135 
Q920G2;SLC9A3R2;O35240;ASIC3;0.454;16234233 
P31016;DLG4;P10608;ADRB2;0.376;19942860 
P60868;RPS20;P17256;MVK;0.454;20167237 
P63281;UBE2I;P17256;MVK;0.454;20167237 
Q62667;MVP;P06536;NR3C1;0.376;16619302 
Q00960;GRIN2B;P11275;CAMK2A;0.376;20461055 24591565 
P31044;PEBP1;P11345;RAF1;0.454;12551925 
P38659;PDIA4;P24368;PPIB;0.236;22665516 
Q5I0H3;SUMO1;P38656;SSB;0.376;17646655 
P38659;PDIA4;P06761;HSPA5;0.61;9006956 7916014 
P38659;PDIA4;P06882;TG;0.376;7916014 
P97887;PSEN1;P07174;NGFR;0.376;19549834 
P51577;P2RX4;P49653;P2RX2;0.523;24815693 
P51577;P2RX4;P51577;P2RX4;0.554;19419241 
Q64663;P2RX7;P51577;P2RX4;0.309;17785580 
P07825;SYP;O35394;RABAC1;0.236;10707984 
P13444;MAT1A;P13444;MAT1A;0.49;9202427 27548429 
P08050;GJA1;P08050;GJA1;0.436;20608976 23106098 
P47196;AKT1;P18266;GSK3B;0.523;15632182 16142243 
P63012;RAB3A;P47709;RPH3A;0.454;10025402 16763567 
P31421;GRM2;P14842;HTR2A;0.376;19590495 
P08592;APP;P07174;NGFR;0.376;19549834 
P15127;INSR;O35567;ATIC;0.376;25687571 
Q62623;CDC20;P08644;KRAS;0.454;22045811 
P97826;STAR;P15304;LIPE;0.454;12925534 
P47942;DPYSL2;P47942;DPYSL2;0.49;12134159 
P28647;ADORA3;P08753;GNAI3;0.065;7622506 
Q01714;SP1;P18576;NFYA;0.659;10393239 11022037 
Q63429;UBC;P15337;CREB1;0.376;20346417 16782881 
Q00960;GRIN2B;P15791;CAMK2D;0.523;16120608 12147342 
P31044;PEBP1;P09217;PRKCZ;0.523;12551925 
P62142;PPP1CB;P16599;TNF;0.236;17623297 
P48679;LMNA;P16599;TNF;0.236;17623297 
P35565;CANX;P16599;TNF;0.236;17623297 
P31000;VIM;P16599;TNF;0.236;17623297 
P16599;TNF;P04355;MT2;0.236;17623297 
P16599;TNF;A1L132;APEX2;0.236;17623297 
P16599;TNF;O35353;GNB4;0.236;17623297 
P22934;TNFRSF1A;P16599;TNF;0.236;17623297 
P16599;TNF;P11507;ATP2A2;0.236;17623297 
P16599;TNF;P13941;COL3A1;0.236;17623297 
Q99PU6;DBT;P16599;TNF;0.236;17623297 
Q64620;PPP6C;P16599;TNF;0.236;17623297 
Q3KR98;KPNA6;P16599;TNF;0.236;17623297 
P62919;RPL8;P16599;TNF;0.236;17623297 
P68136;ACTA1;P16599;TNF;0.236;17623297 
Q63607;TPM1;P16599;TNF;0.236;17623297 
Q5I0H1;LRP1;P16599;TNF;0.236;17623297 
Q62677;COL4A1;P16599;TNF;0.236;17623297 
Q99P84;PLCE1;P16599;TNF;0.236;17623297 
Q6MG72;EHMT2;P16599;TNF;0.236;17623297 
Q6AZ25;TPM1;P16599;TNF;0.236;17623297 
Q6IMX7;HSPBP1;P16599;TNF;0.236;17623297 
Q91XN6;TPM1;P16599;TNF;0.236;17623297 
Q7TS60;Q7TS60;P16599;TNF;0.236;17623297 
Q80WY6;TNFRSF1B;P16599;TNF;0.236;17623297 
Q9Z0Z2;IL12RB1;P16599;TNF;0.236;17623297 
Q9JLT6;BID;P16599;TNF;0.236;17623297 
Q9WU10;FAT1;P16599;TNF;0.236;17623297 
Q91V26;SPHK1;O35115;FHL2;0.309;16888242 
P39052;DNM2;O35413;SORBS2;0.454;15659545 
P32851;STX1A;O35431;APBA2;0.376;9395480 
P62142;PPP1CB;O35867;PPP1R9A;0.376;18216290 
Q63429;UBC;O35800;HIF1A;0.376;19950214 24478626 
P63088;PPP1CC;O35867;PPP1R9A;0.376;18216290 
P50232;SYT4;P49187;MAPK10;0.454;18046461 
P49187;MAPK10;P29067;ARRB2;0.454;11090355 
P49185;MAPK8;P19491;GRIA2;0.236;18188153 
P50232;SYT4;P49185;MAPK8;0.454;18046461 
P28647;ADORA3;P04897;GNAI2;0.065;7622506 
P35355;PTGS2;B5DF91;B5DF91;0.454;19246637 
P20961;SERPINE1;B5DF91;B5DF91;0.454;19246637 
Q5M824;SHC1;B5DFH1;IQGAP1;0.309;20075861 
P49651;P2RY1;P25099;ADORA1;0.376;12123822 
P04797;GAPDH;D3ZUQ0;RILPL1;0.74;19607794 
Q9JHX4;CASP8;Q8R2E7;FADD;0.376;19001025 
Q5XI19;Q5XI19;D3ZCV0;ACTN2;0.309;26143257 
D4A055;CACNB4 {ECO:0000312|RGD:68385};D4A055;CACNB4 {ECO:0000312|RGD:68385};0.354;22892567 
Q8R4T2;SIAH2;P37377;SNCA;0.309;19224863 
Q8R4T5;GRASP;P31422;GRM3;0.523;11850456 
Q8R4T5;GRASP;P63035;CYTH2;0.523;12586822 
Q8R4T5;GRASP;P97838;DLGAP3;0.454;12586822 
P31016;DLG4;F1LXJ9;PTPRT;0.309;19816407 
F1LNJ1;LRRK2;A1L1J8;RAB5B;0.236;18445495 
A2RUW1;TOLLIP;A2RUW1;TOLLIP;0.554;19198660 
Q8K430;KLHL17;P60711;ACTB;0.396;16054660 
Q62622;EIF4EBP1;P42346;MTOR;0.49;10471835 10364159 9204908 
O54968;NFE2L2;D3ZA12;CHD6;0.454;16314513 
P09951;SYN1;O54960;NOS1AP;0.454;11867766 
P30543;ADORA2A;P0DP31;CALM3 {ECO:0000312|RGD:2259};0.454;19632986 
P30543;ADORA2A;P0DP29;CALM1 {ECO:0000312|RGD:2257};0.454;19632986 
P30543;ADORA2A;P0DP30;CALM2 {ECO:0000312|RGD:2258};0.454;19632986 
O55012;PICALM;O55012;PICALM;0.554;22118466 
Q00960;GRIN2B;P35234;PTPN5;0.454;27457929 20427654 
P31016;DLG4;O54857;PTEN;0.659;20628354 
P31016;DLG4;P28572;SLC6A9;0.702;16271045 
Q460M5;LRFN2;P31016;DLG4;0.309;16495444 
P97837;DLGAP2;P31016;DLG4;0.523;9115257 
P70478;APC;P31016;DLG4;0.454;9786987 
Q00960;GRIN2B;P31016;DLG4;0.945;10341223 9786987 8601796 23567299 16990796 7569905 
P62516;POU3F4;P62516;POU3F4;0.554;9105675 
P63088;PPP1CC;P31424;GRM5;0.765;14519764 
P61765;STXBP1;O70441;SYN3;0.065;7768895 
P47196;AKT1;O70436;SMAD2;0.376;16362038 
Q9JJ50;HGS;O70377;SNAP23;0.454;10825299 10510169 
P83941;TCEB1;P62870;TCEB2;0.396;11384984 10224134 
P63088;PPP1CC;P35400;GRM7;0.454;14519764 
P68370;TUBA1A;P35400;GRM7;0.702;11953448 
P62994;GRB2;P35739;NTRK1;0.765;10748052 
Q00959;GRIN2A;P35439;GRIN1;0.376;19243221 12408866 
Q8CFN2;CDC42;P35465;PAK1;0.454;7592896 
Q62696;DLG1;Q00959;GRIN2A;0.454;10336672 8601796 
Q62936;DLG3;Q00960;GRIN2B;0.659;16427633 8780649 
Q08850;STX4;P63045;VAMP2;0.837;24469400 23380067 
P63045;VAMP2;P63045;VAMP2;0.416;21856303 
O08623;SQSTM1;O08623;SQSTM1;0.554;9177193 12431995 
Q8CGU4;AGAP2;O08722;UNC5B;0.523;18469807 
Q04970;NRAS;O08774;RGS12;0.376;17380122 
P11442;CLTC;O08838;AMPH;0.309;11382783 17762867 
P69682;NECAP1;O08838;AMPH;0.554;17762867 
P21575;DNM1;O08839;BIN1;0.376;9195986 15126636 
Q9JIH7;WNK1;P29101;SYT2;0.681;15350218 
Q9JIS1;RIMS2;P68511;YWHAH;0.454;12871946 
Q9JIR4;RIMS1;P54282;CACNA1A;0.712;21241895 
P61810;CDK5R1;B1WCA1;FZR1;0.236;18818692 
P63331;PPP2CA;D3ZS28;RBL1;0.376;18927618 
Q9JJ40;PDZK1;P31016;DLG4;0.309;16054660 
Q9JJ40;PDZK1;P35439;GRIN1;0.309;16054660 
Q9JJ50;HGS;P60881;SNAP25;0.794;10825299 10510169 
Q9JK66;PARK2;Q9JK66;PARK2;0.554;23258539 23661642 
P35739;NTRK1;B5DF45;TRAF6;0.376;16246731 25708205 
Q9JIR4;RIMS1;P68511;YWHAH;0.765;12871946 18799741 
P32851;STX1A;P32851;STX1A;0.286;7768895 22411134 
Q9QY02;YTHDC1;Q9JLP1;KHDRBS3;0.523;11118435 
Q71RJ2;CACNG2;P31016;DLG4;0.376;24418105 12359873 
Q9QZM5;ABI1;Q9JLU4;SHANK3;0.623;17304222 
P70587;LRRC7;P11275;CAMK2A;0.454;16120608 11160423 
Q62868;ROCK2;P70579;GRM8;0.523;18555800 
Q63563;ABCC9;P70673;KCNJ11;0.376;23587463 25236767 
P84092;AP2M1;O88339;EPN1;0.376;12234931 10692452 
Q00961;GRIN2C;O88382;MAGI2;0.523;9694864 10080919 
Q7TMA5;APOB;P04639;APOA1;0.454;18391222 
Q8CGU4;AGAP2;O88801;HOMER2;0.376;14528310 
Q7TNJ9;STON1;P84092;AP2M1;0.309;18200045 
Q9QX70;EGFR;P04894;P04894;0.065;9038141 
Q9QX74;SHANK2;P26433;SLC9A3;0.454;16293618 
Q9QXY2;SRCIN1;P07825;SYP;0.376;18662323 
Q9QY78;IKBKB;O70377;SNAP23;0.376;18692471 
Q9QYW0;AATF;P19332;MAPT;0.376;14697667 
Q9QZ81;AGO2;Q9EP80;PICK1;0.309;24723684 
Q9R011;PLK3;Q9R010;CIB1;0.523;10523297 
Q9R012;PLK2;Q9R010;CIB1;0.523;10523297 
Q9R044;NPHS1;Q62915;CASK;0.454;15331416 
Q9ES19;ATF4;O88764;DAPK3;0.523;10580117 10602480 
P22002;CACNA1C;O88751;CABP1;0.236;15140941 
P04692;TPM1;O88764;DAPK3;0.523;10580117 10602480 
O88846;RNF4;O88846;RNF4;0.554;22842904 24882209 
P34900;SDC2;P33671;SDC3;0.454;11356864 
P15207;AR;O88846;RNF4;0.065;10617653 9710597 
Q63622;DLG2;P34926;MAP1A;0.569;9786987 
P02563;MYH6;P02563;MYH6;0.554;22728135 
P62161;CALM3;O88943;KCNQ2;0.376;22643219 
Q80Z30;PPM1E;P05065;ALDOA;0.454;15680915 
Q810C5;DGKI;Q62936;DLG3;0.376;21119615 
Q9JIR4;RIMS1;Q811U3;ERC1;0.794;12391317 21241895 
Q9JIR4;RIMS1;O89089;CACNA1B;0.523;21241895 
P84092;AP2M1;P19814;TTGN1;0.702;9341158 9162036 
Q9QUL6;NSF;P61169;DRD2;0.454;15858065 
P26801;CEBPG;O54772;SMARCD2;0.309;12757710 
P33568;RB1;P26801;CEBPG;0.309;12757710 
P20291;ALOX5AP;P12527;ALOX5;0.376;19075240 
Q62915;CASK;P97526;NF1;0.376;11356864 
P97756;CAMKK1;P68511;YWHAH;0.376;18242179 15469938 
P97612;FAAH;P97612;FAAH;0.554;18753625 
Q9R044;NPHS1;P97710;SIRPA;0.376;22747997 
P31016;DLG4;P20595;GUCY1B3;0.376;11572861 
P97874;GAK;P39052;DNM2;0.309;16946707 
Q03555;GPHN;P20781;GLRB;0.74;15201864 12967995 16449194 
P97836;DLGAP1;P31016;DLG4;0.843;9694864 9115257 
P62260;YWHAE;P20942;PDC;0.309;11287646 
P21555;NPY1R;O08726;GALR2;0.309;24841617 
P21707;SYT1;P21707;SYT1;0.286;7768895 9830048 
Q9WTV5;PSMD9;P21677;TCF3;0.523;10567574 
Q03351;NTRK3;Q03114;CDK5;0.454;17341134 
Q04589;FGFR1;P19327;HTR1A;0.376;22035699 
P61810;CDK5R1;P21263;NES;0.309;17036052 
P70552;GCHFR;P22288;GCH1;0.843;9685352 15448133 9092499 11818540 
P54311;GNB1;P54282;CACNA1A;0.523;15953418 
P54283;CACNB1;P54283;CACNB1;0.554;18776052 
P54282;CACNA1A;P11275;CAMK2A;0.376;18162541 
Q62622;EIF4EBP1;P27703;P27703;0.065;7939721 
P55090;UCN;P35353;CRHR1;0.454;24290358 9423932 
Q9EPI6;NSMF;P23565;INA;0.702;23452857 
Q62931;GOSR1;Q08851;STX5;0.416;11927603 
P61980;HNRNPK;P13471;RPS14;0.236;16518874 
Q5I0H0;ARAP1;P25095;AGTR1;0.309;14559250 
Q3MUI1;NUMB;P68511;YWHAH;0.376;17022975 
P62198;PSMC5;P23385;GRM1;0.309;22486777 
P19490;GRIA1;P19490;GRIA1;0.554;19461580 21317873 
P70569;MYO5B;P19490;GRIA1;0.376;16338934 
P31016;DLG4;P19490;GRIA1;0.376;19942860 
Q5RKH6;OS9;P28826;MEP1B;0.523;12093806 
Q9EP80;PICK1;P19493;GRIA4;0.436;11891216 10027300 
P60517;GABARAP;P11442;CLTC;0.454;18027972 
Q07266;DBN1;A8C4G9;ZMYND8;0.712;24117785 
Q63259;PTPRN;Q498T0;SNTA1;0.309;11043403 
Q08163;CAP1;Q08163;CAP1;0.126;8663401 
Q4KMA2;RAD23B;B0BN93;PSMD13;0.236;20178748 
Q4KMA2;RAD23B;B1WC80;RGD1563692;0.236;20178748 
Q4KMA2;RAD23B;B2RZ97;KCMF1;0.236;20178748 
Q4KMA2;RAD23B;B5DEN5;EEF1B2;0.236;20178748 
Q4KMA2;RAD23B;D3ZP81;RNF43;0.236;20178748 
Q4KMA2;RAD23B;D4A037;FAM204A;0.236;20178748 
Q4KMA2;RAD23B;D4ACQ8;RGD1563888;0.236;20178748 
Q4KMA2;RAD23B;D4AEH3;PSMD7;0.236;20178748 
Q4KMA2;RAD23B;O88761;PSMD1;0.236;20178748 
Q4KMA2;RAD23B;P06686;ATP1A2;0.236;20178748 
Q4KMA2;RAD23B;P07340;ATP1B1;0.236;20178748 
Q4KMA2;RAD23B;P08413;CAMK2B;0.236;20178748 
Q4KMA2;RAD23B;P10719;ATP5B;0.236;20178748 
Q4KMA2;RAD23B;P13233;CNP;0.236;20178748 
Q4KMA2;RAD23B;P18421;PSMB1;0.236;20178748 
Q4KMA2;RAD23B;P19511;ATP5F1;0.236;20178748 
Q4KMA2;RAD23B;P21670;PSMA4;0.236;20178748 
Q4KMA2;RAD23B;P60881;SNAP25;0.236;20178748 
Q4KMA2;RAD23B;P61765;STXBP1;0.236;20178748 
Q4KMA2;RAD23B;Q05962;SLC25A4;0.236;20178748 
Q4KMA2;RAD23B;Q32PW9;PSMC6;0.236;20178748 
Q4KMA2;RAD23B;Q3B8P5;PSMD8;0.236;20178748 
Q4KMA2;RAD23B;Q498M4;WDR5;0.236;20178748 
Q5FVG4;SLC25A22;Q4KMA2;RAD23B;0.236;20178748 
Q5XIF6;TUBA4A;Q4KMA2;RAD23B;0.236;20178748 
Q63347;PSMC2;Q4KMA2;RAD23B;0.236;20178748 
Q63570;PSMC4;Q4KMA2;RAD23B;0.236;20178748 
Q6P9T8;TUBB4B;Q4KMA2;RAD23B;0.236;20178748 
Q6PCT9;PSMD6;Q4KMA2;RAD23B;0.236;20178748 
Q6PCU0;ATP5C1;Q4KMA2;RAD23B;0.236;20178748 
Q7TQ71;LOC360933;Q4KMA2;RAD23B;0.236;20178748 
Q4QQS4;RUVBL2;Q4QQS4;RUVBL2;0.554;20553504 
Q6IN36;WIPF1;P60711;ACTB;0.309;16990791 
Q5BJU7;WASF1;P54311;GNB1;0.376;16530190 
Q5BJU7;WASF1;P08753;GNAI3;0.376;16530190 
Q5BJU7;WASF1;P60711;ACTB;0.376;16530190 
Q5FVC2;ARHGEF2;P19490;GRIA1;0.376;19208802 
Q5M824;SHC1;P97573;INPP5D;0.376;11970986 12008030 
Q5PQX0;UXS1;P47196;AKT1;0.523;11877387 
Q5PQN0;NCALD;P60711;ACTB;0.454;11964161 
Q5PQN0;NCALD;P11442;CLTC;0.454;11964161 
Q63563;ABCC9;Q63563;ABCC9;0.554;23253866 
Q62640;GRID1;O88382;MAGI2;0.309;12589829 
Q62622;EIF4EBP1;P21708;MAPK3;0.065;7939721 
Q62956;ERBB4;Q62656;PTPRZ1;0.454;17646177 
Q62765;NLGN1;O88382;MAGI2;0.523;9694864 15458844 
Q62848;ARFGAP1;P11442;CLTC;0.454;21499258 
Q6AYA5;TMEM106B;Q63560;MAP6;0.523;24357581 
Q63009;PRMT1;Q63009;PRMT1;0.49;9642256 20345902 
Q62940;NEDD4;P08050;GJA1;0.872;21936631 16931598 24236122 25748165 26841867 
Q62997;GFRA1;Q07731;GDNF;0.523;8674117 9192898 
Q62976;KCNMA1;P02688;MBP;0.702;17610306 
Q62976;KCNMA1;P34926;MAP1A;0.376;15251455 
Q63053;ARC;P08413;CAMK2B;0.794;22579289 
Q9JIL3;ILF3;Q63009;PRMT1;0.454;10749851 
Q63347;PSMC2;P11275;CAMK2A;0.196;20178748 
Q9EP80;PICK1;Q63337;GRM7;0.286;11891216 
Q63337;GRM7;P63088;PPP1CC;0.454;14519764 
Q99N34;DFFB;Q63369;NFKB1;0.454;16642037 
Q63372;NRXN1;O35430;APBA1;0.454;11036064 
Q63372;NRXN1;O35431;APBA2;0.454;11036064 
Q63429;UBC;Q2M2R8;PEX5;0.376;21980954 17726030 
Q63374;NRXN2;Q62915;CASK;0.454;19816407 8786425 
Q63429;UBC;P53563;BCL2L1;0.309;22871113 12967636 
Q63429;UBC;P08050;GJA1;0.623;23106098 24236122 15371442 14970263 22871113 
Q63604;NTRK2;P07174;NGFR;0.454;19549834 9927421 
Q63604;NTRK2;Q03114;CDK5;0.454;17341134 
Q63635;STX6;Q5I0I2;MARCH2;0.702;16428329 15689499 
Q63664;KCNJ8;P08050;GJA1;0.376;22960107 
Q9JM59;KCNIP2;Q63881;KCND2;0.454;16820361 
Q63666;VAMP1;P60881;SNAP25;0.376;17717530 
Q63666;VAMP1;Q63635;STX6;0.376;17717530 
Q63787;PIK3R1;Q63767;BCAR1;0.454;12692262 
Q66H76;PXN;Q63768;CRK;0.376;11146548 9348226 
Q9QY17;PACSIN2;Q641Z6;EHD1;0.376;15371016 
Q9QUL6;NSF;Q641Z2;PTPN9;0.309;15322554 
Q9Z2P6;SNAP29;Q641Z6;EHD1;0.376;15371016 
Q642A0;PDRG1;P13444;MAT1A;0.74;27548429 
Q64604;PTPRF;P19491;GRIA2;0.309;11931740 
Q64542;ATP2B4;Q62915;CASK;0.376;12511555 
Q6P6T5;OCLN;Q63429;UBC;0.376;15605377 23171401 
Q6AY13;CCNA1;D4A3K5;HIST1H1A;0.523;9344597 14985333 
Q9WU82;CTNNB1;Q6AY13;CCNA1;0.454;14985333 
Q6GMN2;BAIAP2;Q62696;DLG1;0.523;14596909 
Q6GMN2;BAIAP2;O88382;MAGI2;0.523;14596909 
Q6GMN2;BAIAP2;Q62936;DLG3;0.523;14596909 
P19814;TTGN1;O35867;PPP1R9A;0.858;10514494 
Q6IN36;WIPF1;P31016;DLG4;0.454;16990791 
P50232;SYT4;P21707;SYT1;0.396;18046461 9830048 
P29066;ARRB1;P11345;RAF1;0.454;10725339 
Q3MKQ2;BEX1;P07174;NGFR;0.507;16498402 
P27732;CACNA1D;O88871;GABBR2;0.765;20627102 
Q62696;DLG1;P52188;KCNJ12;0.765;11181181 15024025 
Q62839;GOLGA2;P28494;MAN2A1;0.396;18323777 18323775 
Q9JK66;PARK2;Q62915;CASK;0.454;11679592 
Q63089;SLC22A1;Q63089;SLC22A1;0.569;21896487 
Q63372;NRXN1;Q62915;CASK;0.569;8786425 11036064 
Q63369;NFKB1;P47196;AKT1;0.731;16642037 
P23385;GRM1;P23385;GRM1;0.61;19549872 19590495 
Q63666;VAMP1;P32851;STX1A;0.569;17717530 9341137 
Q63666;VAMP1;G3V7P1;STX12;0.507;17717530 
Q63768;CRK;Q63767;BCAR1;0.507;11146548 9915838 9348226 
Q4KMA2;RAD23B;P60711;ACTB;0.396;19182904 20178748 
Q63569;PSMC3;Q4KMA2;RAD23B;0.396;19182904 20178748 
Q4QQV2;DOK1;P50904;RASA1;0.507;16407976 11970986 12008030 
Q2MJT0;MEF2A;A1L1K8;A1L1K8;0.523;15862299 
Q9JI92;SDCBP;Q9JI92;SDCBP;0.61;11152476 
Q9QUH6;SYNGAP1;Q9JJ40;PDZK1;0.569;16054660 
P97879;GRIP1;P19493;GRIA4;0.507;11931740 11891216 
Q9EP80;PICK1;P97879;GRIP1;0.702;16055064 
Q71RJ2;CACNG2;P19490;GRIA1;0.507;19208802 24418105 19805317 
Q04631;FNTA;P53610;PGGT1B;0.569;15248757 15451670 14609943 
Q80W92;VAC14;P29476;NOS1;0.569;17161399 
Q810C5;DGKI;Q62696;DLG1;0.507;21119615 
Q810C5;DGKI;Q63622;DLG2;0.507;21119615 
Q91Z79;PPFIA3;P97879;GRIP1;0.569;11931740 
Q8R4T5;GRASP;Q8R4T5;GRASP;0.702;17396155 12586822 
Q8R4T5;GRASP;P23385;GRM1;0.623;11850456 
Q63787;PIK3R1;P62813;GABRA1;0.507;16890252 
P63329;PPP3CA;P22002;CACNA1C;0.396;19478199 
P70587;LRRC7;P31016;DLG4;0.454;12390249 
Q01717;TRHR;Q01717;TRHR;0.659;12393857 11278883 17989235 
Q9QYW0;AATF;Q32WR5;BLOC1S2;0.623;17552904 
